"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,B6.01,B6.01_SE,B6.02,B6.02_SE,B6.03,B6.03_SE,B6.04,B6.04_SE,B6.05,B6.05_SE,B6.06,B6.06_SE,B6.07,B6.07_SE,B6.08,B6.08_SE,B6.09,B6.09_SE,B6.10,B6.10_SE,B6.11,B6.11_SE,B6.12,B6.12_SE,B6.13,B6.13_SE,B6.14,B6.14_SE,B6.15,B6.15_SE,B6.16,B6.16_SE,B6.17,B6.17_SE,D2.01,D2.01_SE,D2.02,D2.02_SE,D2.03,D2.03_SE,D2.04,D2.04_SE,D2.05,D2.05_SE,D2.06,D2.06_SE,D2.07,D2.07_SE,D2.08,D2.08_SE,D2.09,D2.09_SE,D2.10,D2.10_SE,D2.11,D2.11_SE,D2.12,D2.12_SE,D2.13,D2.13_SE,D2.14,D2.14_SE,D2.15,D2.15_SE,D2.16,D2.16_SE,D2GP.01,D2GP.01_SE,D2GP.02,D2GP.02_SE,D2GP.03,D2GP.03_SE,D2GP.04,D2GP.04_SE,D2GP.05,D2GP.05_SE,D2GP.06,D2GP.06_SE,D2GP.07,D2GP.07_SE,D2GP.08,D2GP.08_SE,D2GP.09,D2GP.09_SE,D2GP.10,D2GP.10_SE,D2GP.11,D2GP.11_SE,D2GP.12,D2GP.12_SE
28,https://genenetwork.org/show_trait?trait_id=10534116&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10534116,Gusb,"glucuronidase, beta",,N/A,5,130.000366,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,130.000366,130.000449,,,,,,8.094933372073703,8.194,,8.403,,7.992,,7.667,,6.993,,8.368,,7.497,,8.175,,7.444,,7.86,,8.516,,8.385,,8.151,,7.661,,7.38,,7.975,,7.795,,8.651,,8.654,,7.526,,8.156,,8.619,,7.676,,8.041,,8.152,,8.063,,8.167,,8.017,,8.261,,8.128,,8.517,,8.33,,8.014,,8.651,,8.867,,8.243,,8.282,,8.217,,7.87,,7.756,,8.093,,8.191,,7.971,,8.698,,8.005,
29,https://genenetwork.org/show_trait?trait_id=10534117&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10534117,Gusb,"glucuronidase, beta",,N/A,5,130.000809,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,130.000809,130.000923,,,,,,7.929422198401557,8.119,,8.279,,7.561,,7.803,,7.238,,8.239,,7.604,,7.916,,7.658,,8.188,,8.04,,8.295,,8.19,,7.706,,7.729,,7.624,,7.808,,8.157,,8.183,,7.765,,8.176,,7.531,,8.075,,7.968,,7.93,,7.955,,7.877,,8.171,,8.03,,7.724,,8.1,,7.814,,8.043,,7.984,,8.127,,8.15,,8.012,,8.2,,7.716,,7.629,,7.727,,7.346,,7.998,,8.587,,7.852,
30,https://genenetwork.org/show_trait?trait_id=10534118&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10534118,Gusb,"glucuronidase, beta",,N/A,5,130.002613,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,130.002613,130.002815,,,,,,8.343577734629314,8.461,,8.554,,8.328,,7.989,,5.974,,8.556,,8.127,,8.445,,8.205,,8.632,,8.651,,8.565,,8.465,,8.282,,8.075,,8.25,,8.556,,8.839,,8.635,,7.592,,8.012,,9.098,,8.14,,8.543,,8.517,,8.372,,8.379,,8.426,,8.449,,8.501,,8.589,,8.467,,8.407,,8.372,,8.076,,8.347,,8.124,,8.713,,8.101,,8.168,,8.298,,8.408,,8.282,,9.127,,8.364,
31,https://genenetwork.org/show_trait?trait_id=10534119&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10534119,Gusb,"glucuronidase, beta",,N/A,5,130.002896,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,130.002896,130.00296,,,,,,5.33899999194675,5.071,,4.989,,4.611,,5.259,,4.566,,3.896,,5.921,,5.06,,5.431,,5.018,,6.359,,5.245,,4.333,,5.057,,5.601,,5.955,,6.281,,5.123,,5.345,,4.896,,5.19,,5.423,,6.182,,5.463,,6.345,,6.011,,5.549,,4.995,,5.622,,5.558,,5.167,,4.563,,5.465,,5.584,,4.328,,5.371,,5.122,,5.251,,5.265,,5.969,,5.271,,5.696,,5.503,,5.508,,5.837,
32,https://genenetwork.org/show_trait?trait_id=10534102&dataset=UTHSC_mm9_B6D2_Ret_0916,mouse,B6D2,UTHSC_mm9_B6D2_Ret_0916,10534102,Gusb,"glucuronidase, beta",,N/A,5,129.989011,"Gusb, AI747421, Gur, Gus, Gus-r, Gus-s, Gus-t, Gus-u, Gut, asd, g",110006,N/A,,-,0.0,0.0,129.989011,130.002965,,,,,,7.795355531904432,7.845,,7.977,,7.713,,7.502,,6.932,,7.945,,7.62,,7.816,,7.633,,7.778,,8.089,,7.909,,7.844,,7.596,,7.379,,7.754,,7.775,,7.716,,7.817,,7.657,,7.922,,8.062,,7.73,,7.755,,7.916,,7.783,,7.891,,7.913,,7.968,,7.755,,7.994,,8.127,,8.11,,7.795,,7.785,,7.897,,7.658,,7.826,,7.68,,7.675,,7.774,,7.799,,7.783,,8.15,,7.746,
33,https://genenetwork.org/show_trait?trait_id=10513008&dataset=UTHSC_mm9_B6D2_Ret_0916,mouse,B6D2,UTHSC_mm9_B6D2_Ret_0916,10513008,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor)",,N/A,4,55.527143,"Klf4, RP23-322L22.2, EZF, Gklf, Zie",16600,N/A,,-,0.0,0.0,55.527143,55.532466,,,,,,6.987533325619168,6.326,,6.655,,7.122,,6.48,,6.488,,7.06,,6.731,,7.148,,6.7,,7.241,,7.292,,7.123,,6.933,,7.041,,6.943,,6.912,,6.992,,6.627,,6.676,,6.473,,6.828,,7.28,,7.47,,7.257,,6.933,,7.184,,6.732,,7.257,,7.093,,7.393,,7.355,,7.275,,7.213,,6.961,,6.883,,7.091,,6.601,,7.16,,7.0,,7.097,,7.032,,7.115,,6.949,,7.277,,7.04,
34,https://genenetwork.org/show_trait?trait_id=10550932&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10550932,Irgq,"immunity-related GTPase family, Q",,N/A,7,24.53075,"Irgq, Fksg27, AF322649, FKSG27, Irgq1",210146,N/A,,+,0.0,0.0,24.53075,24.530904,,,,,,5.798911105261909,6.162,,5.983,,5.505,,5.271,,6.06,,5.791,,5.895,,6.205,,5.485,,5.585,,5.35,,5.713,,5.697,,5.846,,5.525,,5.981,,6.094,,5.864,,5.711,,4.712,,5.769,,4.985,,5.809,,5.425,,5.821,,6.206,,5.691,,5.514,,5.683,,5.636,,5.691,,5.768,,6.088,,6.865,,5.551,,5.756,,6.507,,5.719,,5.79,,6.693,,5.749,,5.826,,6.091,,5.752,,6.131,
35,https://genenetwork.org/show_trait?trait_id=10550933&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10550933,Irgq,"immunity-related GTPase family, Q",,N/A,7,24.531397,"Irgq, Fksg27, AF322649, FKSG27, Irgq1",210146,N/A,,+,0.0,0.0,24.531397,24.531868,,,,,,7.878066645728217,7.45,,7.63,,8.039,,7.486,,8.326,,7.825,,8.049,,7.849,,7.891,,7.981,,8.13,,7.883,,7.739,,7.79,,7.725,,7.781,,8.044,,7.444,,8.117,,7.62,,7.933,,7.479,,7.974,,7.853,,7.859,,7.967,,7.936,,7.988,,7.935,,7.926,,7.935,,7.833,,8.154,,7.897,,7.68,,7.951,,7.417,,8.094,,7.933,,7.883,,8.06,,8.059,,8.081,,8.0,,7.887,
36,https://genenetwork.org/show_trait?trait_id=10550934&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10550934,Irgq,"immunity-related GTPase family, Q",,N/A,7,24.533319,"Irgq, Fksg27, AF322649, FKSG27, Irgq1",210146,N/A,,+,0.0,0.0,24.533319,24.538445,,,,,,7.5701777564154735,7.386,,7.326,,7.662,,7.404,,7.412,,7.821,,7.622,,7.659,,7.726,,7.657,,7.494,,7.648,,7.633,,7.711,,7.683,,7.779,,7.666,,7.486,,7.788,,7.128,,7.602,,7.539,,7.397,,7.685,,7.453,,7.663,,7.65,,7.569,,7.693,,7.56,,7.641,,7.667,,7.577,,7.637,,7.391,,7.512,,7.363,,7.628,,7.526,,7.592,,7.463,,7.532,,7.376,,7.69,,7.561,
37,https://genenetwork.org/show_trait?trait_id=10550931&dataset=UTHSC_mm9_B6D2_Ret_0916,mouse,B6D2,UTHSC_mm9_B6D2_Ret_0916,10550931,Irgq,"immunity-related GTPase family, Q",,N/A,7,24.530689,"Irgq, Fksg27, AF322649, FKSG27, Irgq1",210146,N/A,,+,0.0,0.0,24.530689,24.5386,,,,,,7.990555540720622,7.65,,7.65,,8.157,,7.602,,7.685,,8.019,,8.167,,8.13,,8.089,,8.045,,8.012,,7.966,,7.86,,8.107,,7.955,,8.105,,8.252,,7.59,,8.146,,7.441,,8.051,,7.809,,7.801,,8.126,,8.006,,8.157,,8.099,,8.109,,8.235,,8.104,,8.204,,8.144,,8.108,,8.026,,7.691,,7.953,,7.428,,8.204,,8.056,,8.094,,8.043,,8.162,,8.021,,8.254,,8.062,
38,https://genenetwork.org/show_trait?trait_id=10560857&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10560857,Irgc1,"immunity-related GTPase family, cinema 1",,N/A,7,24.431984,"Irgc1, F630044M05Rik, Gm1102, Gm474, Iigp5, Irgc",210145,N/A,,-,0.0,0.0,24.431984,24.432152,,,,,,6.743288898468018,6.66,,6.617,,6.819,,6.257,,7.062,,6.683,,6.728,,6.581,,6.571,,6.917,,6.568,,7.123,,6.986,,6.727,,6.624,,6.23,,6.876,,7.099,,7.29,,6.742,,6.828,,6.497,,7.03,,6.629,,6.489,,7.11,,6.454,,6.841,,6.258,,6.656,,6.387,,6.732,,7.341,,6.551,,6.811,,6.966,,6.323,,6.657,,6.57,,6.697,,6.733,,6.974,,6.73,,6.937,,7.087,
39,https://genenetwork.org/show_trait?trait_id=10560858&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10560858,Irgc1,"immunity-related GTPase family, cinema 1",,N/A,7,24.432183,"Irgc1, F630044M05Rik, Gm1102, Gm474, Iigp5, Irgc",210145,N/A,,-,0.0,0.0,24.432183,24.433323,,,,,,7.480599986182319,7.879,,7.594,,7.325,,7.748,,8.317,,7.574,,7.669,,7.347,,7.239,,7.48,,7.744,,8.064,,7.363,,7.182,,7.716,,6.871,,7.399,,7.66,,7.272,,7.717,,7.829,,8.012,,7.686,,7.463,,7.288,,7.521,,7.435,,7.214,,7.312,,7.12,,7.455,,7.061,,7.391,,7.566,,7.751,,7.063,,7.38,,7.006,,7.76,,7.417,,7.205,,7.694,,7.46,,7.128,,7.25,
40,https://genenetwork.org/show_trait?trait_id=10560859&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10560859,Irgc1,"immunity-related GTPase family, cinema 1",,N/A,7,24.433416,"Irgc1, F630044M05Rik, Gm1102, Gm474, Iigp5, Irgc",210145,N/A,,-,0.0,0.0,24.433416,24.433446,,,,,,5.068177737130059,3.89,,5.072,,4.882,,4.823,,6.394,,4.504,,4.772,,5.641,,4.756,,4.675,,5.454,,5.574,,5.075,,4.956,,5.075,,5.3,,4.879,,4.397,,5.713,,4.666,,4.924,,5.643,,4.868,,4.912,,5.318,,4.345,,4.332,,4.607,,5.586,,4.843,,4.786,,5.218,,4.369,,5.372,,5.732,,6.381,,4.402,,4.737,,5.504,,5.567,,5.114,,4.779,,5.945,,4.936,,5.35,
41,https://genenetwork.org/show_trait?trait_id=10560860&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10560860,Irgc1,"immunity-related GTPase family, cinema 1",,N/A,7,24.435831,"Irgc1, F630044M05Rik, Gm1102, Gm474, Iigp5, Irgc",210145,N/A,,-,0.0,0.0,24.435831,24.435934,,,,,,6.7167555385165745,7.091,,6.921,,6.424,,6.747,,6.749,,6.442,,6.298,,6.641,,6.356,,6.79,,6.753,,7.528,,7.217,,6.531,,6.895,,6.666,,6.691,,7.248,,6.912,,6.833,,6.753,,6.853,,7.128,,6.349,,6.517,,6.836,,6.63,,6.23,,6.508,,6.682,,6.498,,6.848,,6.961,,6.744,,6.899,,6.882,,6.72,,6.133,,6.975,,6.918,,6.128,,6.659,,6.792,,6.297,,6.581,
42,https://genenetwork.org/show_trait?trait_id=10560861&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10560861,Irgc1,"immunity-related GTPase family, cinema 1",,N/A,7,24.445527,"Irgc1, F630044M05Rik, Gm1102, Gm474, Iigp5, Irgc",210145,N/A,,-,0.0,0.0,24.445527,24.445642,,,,,,7.838955593109131,7.905,,8.204,,7.748,,8.041,,9.267,,7.977,,7.671,,7.544,,7.599,,7.47,,7.524,,8.399,,7.999,,7.385,,7.255,,7.292,,7.6,,8.675,,8.424,,8.518,,7.584,,7.911,,8.558,,7.543,,7.868,,8.009,,7.442,,7.752,,7.395,,7.447,,7.434,,7.65,,8.054,,7.8,,8.291,,7.841,,8.37,,7.542,,7.927,,7.822,,7.677,,7.46,,7.749,,7.518,,7.612,
43,https://genenetwork.org/show_trait?trait_id=10560856&dataset=UTHSC_mm9_B6D2_Ret_0916,mouse,B6D2,UTHSC_mm9_B6D2_Ret_0916,10560856,Irgc1,"immunity-related GTPase family, cinema 1",,N/A,7,24.431926,"Irgc1, F630044M05Rik, Gm1102, Gm474, Iigp5, Irgc",210145,N/A,,-,0.0,0.0,24.431926,24.445682,,,,,,7.388511117299398,7.397,,7.385,,7.38,,7.32,,7.814,,7.206,,7.361,,7.365,,7.192,,7.458,,7.431,,7.828,,7.406,,7.169,,7.471,,7.139,,7.444,,7.545,,7.581,,7.434,,7.379,,7.668,,7.491,,7.247,,7.278,,7.598,,7.152,,7.406,,7.208,,7.263,,7.292,,7.317,,7.593,,7.26,,7.526,,7.429,,7.162,,7.233,,7.581,,7.43,,7.279,,7.423,,7.365,,7.24,,7.337,
44,https://genenetwork.org/show_trait?trait_id=10376331&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10376331,Irgm2,immunity-related GTPase family M member 2,,N/A,11,58.219533,"Irgm2, RP24-499A8.1, AI481100, GTPI, Iigp2, MGC102455",54396,N/A,,+,0.0,0.0,58.219533,58.222598,,,,,,6.483000013563368,6.749,,6.501,,6.445,,6.817,,7.145,,6.458,,6.439,,6.844,,6.776,,6.538,,6.763,,6.762,,6.801,,6.56,,6.595,,6.462,,6.751,,6.744,,6.301,,6.233,,6.104,,6.423,,7.088,,6.303,,6.051,,6.259,,6.218,,6.695,,6.48,,6.184,,6.526,,6.333,,6.394,,6.359,,6.587,,6.213,,7.063,,6.267,,5.947,,6.326,,6.124,,6.31,,6.269,,6.217,,6.311,
45,https://genenetwork.org/show_trait?trait_id=10376326&dataset=UTHSC_mm9_B6D2_Ret_0916,mouse,B6D2,UTHSC_mm9_B6D2_Ret_0916,10376326,Irgm2,immunity-related GTPase family M member 2,,N/A,11,58.199556,"Irgm2, RP24-499A8.1, AI481100, GTPI, Iigp2, MGC102455",54396,N/A,,+,0.0,0.0,58.199556,58.222783,,,,,,6.867266676161024,6.898,,6.804,,6.914,,7.047,,6.926,,6.838,,6.82,,7.267,,7.023,,6.97,,7.181,,7.224,,7.067,,6.86,,6.983,,6.773,,7.155,,6.932,,6.685,,6.508,,6.688,,6.789,,7.254,,6.766,,6.55,,6.775,,6.694,,7.128,,6.998,,6.76,,7.114,,6.81,,6.948,,6.657,,6.82,,6.658,,6.969,,6.806,,6.601,,6.726,,6.55,,6.708,,6.695,,6.907,,6.781,
46,https://genenetwork.org/show_trait?trait_id=10506302&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10506302,Lepr,leptin receptor,,N/A,4,101.717479,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.717479,101.717658,,,,,,7.664933331807455,7.648,,7.016,,7.813,,7.553,,7.591,,7.384,,7.164,,7.528,,7.615,,7.666,,7.546,,6.928,,7.984,,7.599,,7.521,,6.895,,7.779,,8.64,,7.96,,8.002,,6.885,,7.853,,7.635,,8.192,,7.48,,8.193,,7.606,,7.693,,7.721,,7.314,,7.833,,7.043,,7.861,,6.652,,8.405,,7.783,,8.65,,8.142,,8.035,,7.628,,7.886,,7.799,,7.853,,7.403,,7.545,
47,https://genenetwork.org/show_trait?trait_id=10506303&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10506303,Lepr,leptin receptor,,N/A,4,101.717881,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.717881,101.717905,,,,,,6.880333338843451,7.386,,6.066,,7.499,,6.306,,6.326,,7.791,,6.991,,6.191,,7.165,,6.838,,6.965,,7.019,,7.253,,6.799,,5.87,,6.796,,6.586,,6.839,,7.606,,7.834,,6.476,,6.967,,7.676,,7.505,,6.8,,7.175,,6.24,,6.664,,6.728,,7.2,,6.694,,6.046,,7.887,,7.037,,6.642,,7.121,,7.427,,7.038,,7.337,,6.245,,6.844,,6.068,,6.779,,6.96,,5.933,
48,https://genenetwork.org/show_trait?trait_id=10506304&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10506304,Lepr,leptin receptor,,N/A,4,101.717914,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.717914,101.717938,,,,,,3.606822199291653,4.458,,3.798,,3.164,,4.224,,3.064,,4.001,,3.724,,3.143,,3.189,,4.036,,2.725,,3.899,,3.67,,3.96,,2.995,,2.932,,3.224,,4.333,,4.152,,3.047,,3.174,,5.154,,3.008,,3.042,,3.716,,3.541,,2.847,,3.406,,3.395,,3.692,,3.372,,3.111,,4.551,,3.98,,4.651,,2.82,,3.123,,3.602,,3.483,,2.947,,4.063,,4.651,,4.461,,3.386,,3.393,
49,https://genenetwork.org/show_trait?trait_id=10506305&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10506305,Lepr,leptin receptor,,N/A,4,101.728044,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.728044,101.728069,,,,,,4.213755559921265,4.049,,3.542,,4.529,,3.337,,5.001,,4.218,,3.367,,4.209,,3.515,,4.956,,4.692,,6.014,,5.925,,4.079,,3.934,,4.301,,4.306,,4.762,,4.98,,3.992,,4.236,,5.427,,3.815,,4.594,,4.003,,3.477,,3.273,,4.025,,3.365,,3.35,,3.142,,4.452,,4.775,,3.777,,3.801,,5.633,,4.857,,4.91,,4.162,,3.614,,3.474,,4.496,,3.45,,3.694,,4.109,
50,https://genenetwork.org/show_trait?trait_id=10506306&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10506306,Lepr,leptin receptor,,N/A,4,101.73345,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.73345,101.733595,,,,,,4.653688886430529,5.289,,5.175,,3.762,,5.362,,5.863,,4.309,,4.427,,5.024,,4.731,,4.085,,4.219,,3.68,,4.69,,5.174,,3.577,,4.427,,4.694,,6.208,,5.151,,5.41,,4.205,,4.822,,6.655,,4.914,,4.733,,4.4,,4.434,,4.742,,4.911,,4.459,,3.825,,4.671,,3.843,,4.854,,4.614,,4.195,,6.74,,4.15,,4.639,,4.154,,4.087,,4.807,,4.217,,3.395,,3.693,
51,https://genenetwork.org/show_trait?trait_id=10506307&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10506307,Lepr,leptin receptor,,N/A,4,101.735617,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.735617,101.735679,,,,,,4.547577783796522,4.03,,3.988,,4.393,,4.927,,5.741,,4.126,,4.3,,4.416,,4.672,,4.462,,4.518,,4.589,,5.153,,4.488,,4.86,,3.985,,4.287,,5.381,,4.502,,4.824,,4.144,,4.233,,4.672,,4.377,,3.967,,3.75,,5.033,,4.954,,4.496,,4.528,,4.449,,4.41,,4.293,,4.169,,4.82,,4.525,,6.815,,4.114,,4.29,,5.543,,3.978,,4.519,,3.546,,4.573,,4.801,
52,https://genenetwork.org/show_trait?trait_id=10506308&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10506308,Lepr,leptin receptor,,N/A,4,101.745595,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.745595,101.745705,,,,,,6.5468444718254935,5.762,,6.589,,6.288,,6.126,,7.53,,6.8,,6.636,,6.528,,6.93,,6.344,,6.681,,7.071,,5.596,,6.308,,6.477,,6.325,,6.419,,7.3,,6.819,,7.828,,6.26,,5.974,,6.425,,6.876,,6.708,,5.929,,6.966,,6.451,,6.503,,7.046,,6.31,,6.849,,6.566,,6.323,,7.193,,5.917,,7.369,,6.619,,6.221,,6.946,,6.615,,5.233,,5.572,,6.367,,7.013,
53,https://genenetwork.org/show_trait?trait_id=10506309&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10506309,Lepr,leptin receptor,,N/A,4,101.750322,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.750322,101.750389,,,,,,4.1555111090342205,3.523,,3.133,,4.068,,4.26,,5.051,,3.973,,3.736,,4.168,,3.857,,4.246,,4.822,,3.557,,5.332,,4.46,,3.888,,4.096,,4.037,,5.461,,4.626,,3.639,,4.299,,4.907,,4.714,,4.274,,3.809,,3.763,,3.539,,3.786,,3.764,,3.941,,4.176,,4.336,,3.672,,3.293,,5.731,,4.614,,5.338,,4.124,,4.092,,4.052,,4.207,,3.827,,3.127,,3.883,,3.797,
54,https://genenetwork.org/show_trait?trait_id=10506310&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10506310,Lepr,leptin receptor,,N/A,4,101.7521,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.7521,101.752194,,,,,,5.808000013563368,5.484,,5.716,,6.041,,5.678,,7.468,,6.031,,5.881,,5.333,,5.042,,5.681,,5.578,,6.805,,6.931,,5.817,,5.43,,5.423,,5.345,,6.66,,5.895,,5.643,,5.957,,6.291,,7.401,,5.242,,5.225,,6.541,,5.238,,4.975,,5.089,,4.722,,4.945,,4.32,,6.369,,5.653,,6.216,,6.663,,6.657,,5.9,,5.748,,5.77,,5.744,,5.973,,5.596,,5.834,,5.409,
55,https://genenetwork.org/show_trait?trait_id=10506311&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10506311,Lepr,leptin receptor,,N/A,4,101.765058,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.765058,101.765137,,,,,,7.041177792019314,6.106,,5.61,,8.202,,6.485,,8.227,,6.858,,7.833,,6.729,,7.674,,7.123,,7.331,,6.766,,5.922,,8.042,,6.19,,6.17,,6.606,,7.006,,6.845,,8.137,,6.861,,5.901,,6.957,,7.686,,6.857,,8.114,,7.99,,7.735,,6.448,,7.537,,7.035,,6.144,,7.207,,6.592,,5.665,,7.77,,8.069,,7.662,,6.583,,6.919,,5.997,,7.477,,6.694,,6.852,,8.239,
56,https://genenetwork.org/show_trait?trait_id=10506312&dataset=UTHSC_mm9_B6D2_RetEx_0916,mouse,B6D2,UTHSC_mm9_B6D2_RetEx_0916,10506312,Lepr,leptin receptor,,N/A,4,101.76532,"Lepr, RP23-31K16.2, LEPROT, Leprb, MGC105189, Modb1, OB-RGRP, Obr, db, diabetes, obese-like, obl",16847,N/A,,+,0.0,0.0,101.76532,101.765398,,,,,,4.570155546400282,3.547,,4.012,,4.464,,4.982,,6.999,,5.721,,4.132,,4.845,,4.83,,4.345,,4.54,,6.305,,4.881,,4.218,,4.103,,4.454,,4.535,,5.058,,4.801,,5.205,,4.92,,4.884,,5.06,,3.7,,4.312,,4.834,,3.928,,4.432,,4.389,,4.138,,4.404,,4.629,,4.617,,3.654,,4.562,,4.057,,4.785,,3.48,,3.921,,4.319,,4.215,,4.765,,4.407,,5.225,,4.043,
